Código,Descripción,state,year,USD
336,Fabricación de equipo de transporte,Nayarit,2018,63488
NA,Subsectores no especificados,Nayarit,2007,15060
NA,Subsectores no especificados,Nayarit,2008,19500
NA,Subsectores no especificados,Nayarit,2009,18700
NA,Subsectores no especificados,Nayarit,2010,260
NA,Subsectores no especificados,Nayarit,2011,26045
NA,Subsectores no especificados,Nayarit,2012,21
NA,Subsectores no especificados,Nayarit,2013,565
NA,Subsectores no especificados,Nayarit,2014,269
NA,Subsectores no especificados,Nayarit,2015,2084
NA,Subsectores no especificados,Nayarit,2016,81895
NA,Subsectores no especificados,Nayarit,2017,10526
NA,Subsectores no especificados,Nayarit,2018,18859
NA,Exportaciones totales,Nuevo León,2007,19803476
NA,Exportaciones totales,Nuevo León,2008,21765788
NA,Exportaciones totales,Nuevo León,2009,17327012
NA,Exportaciones totales,Nuevo León,2010,21343765
NA,Exportaciones totales,Nuevo León,2011,24589656
NA,Exportaciones totales,Nuevo León,2012,25815501
NA,Exportaciones totales,Nuevo León,2013,25897184
NA,Exportaciones totales,Nuevo León,2014,31513013
NA,Exportaciones totales,Nuevo León,2015,34522156
NA,Exportaciones totales,Nuevo León,2016,32177306
NA,Exportaciones totales,Nuevo León,2017,36004726
NA,Exportaciones totales,Nuevo León,2018,39507469
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2007,16378
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2008,16596
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2009,12709
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2010,9940
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2011,12256
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2012,19390
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2013,25090
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2014,23632
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2015,20193
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2016,25612
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2017,45877
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Nuevo León,2018,53572
311,Industria alimentaria,Nuevo León,2007,244664
311,Industria alimentaria,Nuevo León,2008,369334
311,Industria alimentaria,Nuevo León,2009,618654
311,Industria alimentaria,Nuevo León,2010,706980
311,Industria alimentaria,Nuevo León,2011,829062
311,Industria alimentaria,Nuevo León,2012,837795
311,Industria alimentaria,Nuevo León,2013,873919
311,Industria alimentaria,Nuevo León,2014,864595
311,Industria alimentaria,Nuevo León,2015,1057802
311,Industria alimentaria,Nuevo León,2016,851080
311,Industria alimentaria,Nuevo León,2017,1016296
311,Industria alimentaria,Nuevo León,2018,1015539
312,Industria de las bebidas y el tabaco,Nuevo León,2007,333740
312,Industria de las bebidas y el tabaco,Nuevo León,2008,401117
312,Industria de las bebidas y el tabaco,Nuevo León,2009,402556
312,Industria de las bebidas y el tabaco,Nuevo León,2010,409739
312,Industria de las bebidas y el tabaco,Nuevo León,2011,416496
312,Industria de las bebidas y el tabaco,Nuevo León,2012,438167
312,Industria de las bebidas y el tabaco,Nuevo León,2013,458602
312,Industria de las bebidas y el tabaco,Nuevo León,2014,417352
312,Industria de las bebidas y el tabaco,Nuevo León,2015,393676
312,Industria de las bebidas y el tabaco,Nuevo León,2016,366992
312,Industria de las bebidas y el tabaco,Nuevo León,2017,351013
312,Industria de las bebidas y el tabaco,Nuevo León,2018,378118
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2007,13770
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2008,13578
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2009,12408
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2010,17189
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2011,19905
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2012,19513
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2013,18710
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2015,8957
313,Fabricación de insumos textiles y acabado de textiles,Nuevo León,2017,8577
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2007,74718
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2008,64318
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2009,37582
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2010,43473
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2011,50843
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2012,51639
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2013,45293
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2014,42545
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2015,30532
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2016,25772
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2017,22930
314,"Fabricación de productos textiles, excepto prendas de vestir",Nuevo León,2018,23809
315,Fabricación de prendas de vestir,Nuevo León,2007,38560
315,Fabricación de prendas de vestir,Nuevo León,2008,35802
315,Fabricación de prendas de vestir,Nuevo León,2009,41458
315,Fabricación de prendas de vestir,Nuevo León,2010,288516
315,Fabricación de prendas de vestir,Nuevo León,2011,34876
315,Fabricación de prendas de vestir,Nuevo León,2012,23127
315,Fabricación de prendas de vestir,Nuevo León,2013,25078
315,Fabricación de prendas de vestir,Nuevo León,2014,25652
315,Fabricación de prendas de vestir,Nuevo León,2015,27570
315,Fabricación de prendas de vestir,Nuevo León,2016,13416
315,Fabricación de prendas de vestir,Nuevo León,2017,11353
315,Fabricación de prendas de vestir,Nuevo León,2018,11558
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2007,26925
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2008,31489
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2009,12891
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2010,12776
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2011,12224
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2012,10914
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2013,3872
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2014,3455
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2015,3890
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2016,3483
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Nuevo León,2018,3027
321,Industria de la madera,Nuevo León,2007,19548
321,Industria de la madera,Nuevo León,2008,14443
321,Industria de la madera,Nuevo León,2009,11044
321,Industria de la madera,Nuevo León,2010,9902
321,Industria de la madera,Nuevo León,2011,9679
321,Industria de la madera,Nuevo León,2012,6410
321,Industria de la madera,Nuevo León,2013,5944
321,Industria de la madera,Nuevo León,2014,5685
321,Industria de la madera,Nuevo León,2015,6129
321,Industria de la madera,Nuevo León,2016,9255
321,Industria de la madera,Nuevo León,2017,20092
321,Industria de la madera,Nuevo León,2018,25055
322,Industria del papel,Nuevo León,2007,104709
322,Industria del papel,Nuevo León,2008,136599
322,Industria del papel,Nuevo León,2009,133815
322,Industria del papel,Nuevo León,2010,170295
322,Industria del papel,Nuevo León,2011,181274
322,Industria del papel,Nuevo León,2012,211009
322,Industria del papel,Nuevo León,2013,239408
322,Industria del papel,Nuevo León,2014,246231
322,Industria del papel,Nuevo León,2015,290579
322,Industria del papel,Nuevo León,2016,299760
322,Industria del papel,Nuevo León,2017,171652
322,Industria del papel,Nuevo León,2018,213586
323,Impresión e industrias conexas,Nuevo León,2007,263
323,Impresión e industrias conexas,Nuevo León,2008,435
323,Impresión e industrias conexas,Nuevo León,2009,947
323,Impresión e industrias conexas,Nuevo León,2010,1778
323,Impresión e industrias conexas,Nuevo León,2011,2348
323,Impresión e industrias conexas,Nuevo León,2012,3204
323,Impresión e industrias conexas,Nuevo León,2013,2899
323,Impresión e industrias conexas,Nuevo León,2015,2179
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2007,373452
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2008,856043
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2009,550258
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2010,441135
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2011,472117
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2012,415185
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2013,517987
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2014,529618
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2015,218894
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2016,200381
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2017,205770
324,Fabricación de productos derivados del petróleo y del carbón,Nuevo León,2018,349114
325,Industria química,Nuevo León,2007,479168
325,Industria química,Nuevo León,2008,569739
325,Industria química,Nuevo León,2009,333433
325,Industria química,Nuevo León,2010,411542
325,Industria química,Nuevo León,2011,591361
325,Industria química,Nuevo León,2012,849756
325,Industria química,Nuevo León,2013,669970
325,Industria química,Nuevo León,2014,590525
325,Industria química,Nuevo León,2015,493580
325,Industria química,Nuevo León,2016,459769
325,Industria química,Nuevo León,2017,531415
325,Industria química,Nuevo León,2018,609183
326,Industria del plástico y del hule,Nuevo León,2007,506252
326,Industria del plástico y del hule,Nuevo León,2008,608507
326,Industria del plástico y del hule,Nuevo León,2009,656040
326,Industria del plástico y del hule,Nuevo León,2010,886481
326,Industria del plástico y del hule,Nuevo León,2011,1005112
326,Industria del plástico y del hule,Nuevo León,2012,918712
326,Industria del plástico y del hule,Nuevo León,2013,848677
326,Industria del plástico y del hule,Nuevo León,2014,1115030
326,Industria del plástico y del hule,Nuevo León,2015,783706
326,Industria del plástico y del hule,Nuevo León,2016,774247
326,Industria del plástico y del hule,Nuevo León,2017,811834
326,Industria del plástico y del hule,Nuevo León,2018,857012
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2007,679798
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2008,592227
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2009,422782
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2010,465688
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2011,579162
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2012,662816
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2013,860951
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2014,944591
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2015,1146824
327,Fabricación de productos a base de minerales no metálicos,Nuevo León,2016,984322
